carfolder,folder_name,Cd,Cl,des_1,des_2,des_3,des_4,des_5,des_6,des_7,des_8,des_9,des_10,des_11,des_12,des_13,des_14,des_15,des_16,des_17,des_18,des_19,des_20,des_21,des_22,des_23,des_24,des_25,des_26,des_27,des_28,des_29
cx5_176,cx5_176,0.314033722,-0.062827175,0.12,0.14,-0.034,-0.05,0.08,-0.05,0.04,0.04,0.04,-0.01,0.0744,1.05,-0.016,0.05,0.05,0.04,-0.04,0.018,0.018,0.06,0.018,-0.6,0.0,0.002,0.018,0.034,0.016,0.05,0.018
cx5_177,cx5_177,0.309774846,-0.054974414,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.075,1.0,-0.016,0.04,0.048,0.04,-0.02,0.018,0.034,-0.08,0.034,0.4,-0.05,-0.05,0.02,0.034,0.018,0.05,-0.016
cx5_178,cx5_178,0.316157355,-0.071441139,0.2,0.08,-0.034,0.0,0.08,-0.05,0.06,-0.02,0.04,-0.01,0.07,1.05,-0.034,-0.054,-0.05,0.04,-0.02,0.018,0.034,-0.06,0.034,-0.54,-0.05,0.0,-0.02,0.034,0.018,0.0,0.018
cx5_179,cx5_179,0.313797323,-0.038741606,0.2,0.06,-0.034,0.0,0.08,-0.05,-0.04,-0.02,0.04,-0.01,0.07,1.05,-0.034,-0.05,0.05,0.04,-0.02,0.018,0.018,-0.06,0.034,-0.6,-0.052,0.0,-0.02,0.034,0.034,0.0,0.018
cx5_180,cx5_180,0.311136359,-0.057070231,0.2,0.08,-0.034,-0.052,0.08,-0.05,-0.02,0.04,0.04,-0.01,0.0746,1.05,-0.016,0.05,-0.05,0.04,-0.04,0.016,0.018,-0.06,0.016,-0.58,-0.002,0.012,0.02,0.036,0.016,0.05,0.018
cx5_181,cx5_181,0.311651859,-0.063564981,0.2,0.14,-0.034,0.0,0.14,-0.002,0.04,0.04,-0.02,-0.02,0.075,1.002,-0.034,-0.05,0.05,0.04,-0.04,0.018,0.034,0.06,0.018,0.38,0.0,-0.05,0.02,0.034,0.014,0.056,0.018
cx5_182,cx5_182,0.322203385,-0.032153064,0.1,0.14,-0.018,-0.05,0.08,-0.05,-0.04,0.04,0.04,-0.01,0.07,1.054,-0.018,-0.052,-0.05,-0.04,0.04,0.018,0.018,0.06,0.034,-0.6,-0.05,-0.05,0.02,0.034,0.034,0.0,-0.018
cx5_183,cx5_183,0.314290914,-0.03482246,0.1,0.14,-0.018,-0.05,0.14,0.0,0.04,0.04,0.04,-0.02,0.07,1.0,-0.018,-0.048,-0.048,0.04,0.04,0.018,0.018,0.06,0.034,-0.6,-0.05,-0.05,0.02,0.034,0.034,0.0,-0.016
cx5_184,cx5_184,0.312007849,-0.053989438,0.2,0.08,-0.034,0.0,0.08,-0.046,0.04,-0.02,0.04,-0.02,0.07,1.05,-0.034,-0.05,-0.05,0.04,-0.02,0.018,0.034,-0.06,0.034,-0.54,0.0,0.0,-0.028,0.018,0.018,0.0,0.018
cx5_185,cx5_185,0.318754122,-0.035776914,0.1,0.14,-0.012,-0.05,0.08,0.0,-0.04,0.04,0.04,-0.02,0.07,1.05,-0.018,0.046,-0.048,-0.04,-0.02,0.018,0.034,0.06,0.034,-0.6,-0.05,-0.05,0.02,0.034,0.034,0.0,-0.016
cx5_186,cx5_186,0.313619802,-0.067173849,0.2,0.14,-0.034,-0.002,0.08,-0.05,0.04,0.04,0.04,-0.02,0.0698,1.05,-0.034,0.05,-0.048,0.04,-0.02,0.018,0.034,-0.06,0.018,0.4,-0.052,-0.05,-0.03,0.036,0.014,0.0,-0.016
cx5_187,cx5_187,0.309312703,-0.057837076,0.12,0.1,-0.034,0.0,0.08,-0.05,-0.02,0.04,0.04,-0.01,0.0744,1.05,-0.016,0.048,0.05,0.04,-0.04,0.016,0.018,-0.06,0.018,-0.6,0.0,0.0,0.018,0.036,0.016,0.05,0.018
cx5_188,cx5_188,0.312822753,-0.046298911,0.2,0.08,-0.034,-0.05,0.08,0.0,0.04,0.04,-0.02,-0.02,0.075,1.05,-0.034,0.05,-0.048,0.04,-0.02,0.016,0.034,-0.06,0.034,-0.6,0.0,-0.046,0.02,0.034,0.018,0.0,0.018
cx5_189,cx5_189,0.308260323,-0.047653867,0.12,0.08,-0.016,-0.048,0.06,-0.05,-0.02,-0.04,0.04,-0.01,0.0744,1.05,-0.016,0.05,0.052,0.04,-0.04,0.034,0.034,-0.06,0.018,-0.6,-0.052,-0.05,-0.02,0.036,0.018,0.05,0.018
cx5_190,cx5_190,0.312475362,-0.024724083,0.1,0.08,-0.034,-0.05,0.08,-0.05,-0.02,0.04,0.04,-0.01,0.075,1.05,-0.016,0.05,0.05,-0.04,0.04,0.016,0.016,-0.08,0.034,-0.6,-0.05,0.002,-0.02,0.034,0.034,0.05,0.018
cx5_191,cx5_191,0.303573256,-0.040946744,0.1,0.08,-0.034,0.0,0.08,-0.05,0.04,0.04,0.04,-0.01,0.0744,1.0,-0.034,-0.05,-0.05,0.04,0.04,0.018,0.018,-0.06,0.018,-0.6,-0.05,-0.05,-0.02,0.018,0.016,0.05,0.018
cx5_192,cx5_192,0.317578299,-0.05516576,0.2,0.08,-0.016,-0.05,0.08,0.0,-0.02,0.04,-0.02,-0.02,0.075,1.05,-0.034,-0.038,0.05,0.04,-0.04,0.018,0.034,0.06,0.016,-0.6,-0.05,-0.05,0.02,0.034,0.018,0.0,0.016
cx5_193,cx5_193,0.312720662,-0.045919787,0.2,0.08,-0.016,0.0,0.08,0.0,-0.02,0.04,0.04,-0.01,0.07,0.998,-0.034,0.05,-0.05,0.04,-0.04,0.034,0.034,0.06,0.016,-0.6,-0.05,-0.05,0.02,0.018,0.034,0.05,0.008
cx5_194,cx5_194,0.312395797,-0.04093205,0.1,0.14,-0.018,-0.05,0.08,0.0,0.04,0.04,0.04,-0.02,0.07,0.998,-0.018,0.046,-0.056,0.04,0.04,0.018,0.018,0.06,0.034,-0.6,-0.048,-0.05,0.02,0.018,0.034,0.0,-0.016
cx5_195,cx5_195,0.306761556,-0.030694564,0.2,0.06,-0.034,0.016,0.08,0.004,0.04,-0.02,0.04,-0.02,0.07,1.05,-0.034,-0.05,-0.044,0.04,-0.02,0.018,0.018,-0.06,0.034,-0.6,-0.05,-0.05,-0.02,0.018,0.034,0.048,0.018
cx5_196,cx5_196,0.313067833,-0.054172832,0.2,0.08,-0.034,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.01,0.07,1.05,-0.034,-0.052,-0.05,0.04,-0.02,0.034,0.018,-0.06,0.016,-0.6,-0.05,0.0,-0.02,0.018,0.034,0.05,0.018
cx5_197,cx5_197,0.312396127,-0.050888537,0.2,0.06,-0.018,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.01,0.0692,1.05,-0.034,-0.05,-0.05,0.04,-0.02,0.018,0.038,-0.06,0.034,-0.6,-0.05,-0.05,-0.02,0.018,0.034,0.0,0.014
cx5_198,cx5_198,0.323543808,-0.057116929,0.2,0.14,-0.016,-0.05,0.14,-0.05,-0.02,-0.02,-0.02,-0.01,0.07,1.05,-0.034,0.05,-0.05,-0.04,0.04,0.018,0.034,-0.06,0.034,-0.6,0.0,0.0,-0.02,0.018,0.018,0.0,-0.016
cx5_199,cx5_199,0.314621074,-0.065969107,0.22,0.08,-0.034,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.01,0.07,1.05,-0.034,-0.05,-0.058,0.04,-0.02,0.018,0.034,-0.06,0.034,-0.54,-0.05,0.0,-0.02,0.034,0.018,0.0,0.018
cx5_200,cx5_200,0.303573256,-0.040946744,0.1,0.08,-0.034,0.0,0.08,-0.05,0.04,0.04,0.04,-0.01,0.0744,1.0,-0.034,-0.05,-0.05,0.04,0.04,0.018,0.018,-0.06,0.018,-0.6,-0.05,-0.05,-0.02,0.018,0.016,0.05,0.018
cx5_201,cx5_201,0.305771548,-0.051503397,0.12,0.08,-0.034,-0.05,0.08,-0.05,0.04,0.04,0.04,-0.008,0.0744,1.05,-0.034,-0.05,-0.05,0.04,-0.04,0.018,0.018,-0.06,0.018,-0.6,-0.05,-0.05,-0.02,0.018,0.016,0.05,0.018
cx5_202,cx5_202,0.308641687,-0.049525781,0.1,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,0.04,-0.02,0.075,1.05,-0.034,0.05,-0.048,0.04,0.04,0.018,0.034,-0.06,0.034,0.4,-0.052,-0.052,-0.03,0.036,0.014,0.05,0.018
cx5_203,cx5_203,0.320585029,-0.049372299,0.2,0.14,-0.016,-0.05,0.14,0.0,-0.02,0.04,-0.02,-0.02,0.075,1.05,-0.034,-0.05,-0.05,0.04,-0.04,0.018,0.034,0.06,0.018,0.34,0.0,-0.05,0.02,0.034,0.018,0.0,0.018
cx5_204,cx5_204,0.313288442,-0.057778384,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.07,1.05,-0.016,0.052,-0.058,0.04,-0.02,0.018,0.034,-0.06,0.034,-0.54,-0.05,0.0,0.02,0.034,0.018,0.0,0.018
cx5_205,cx5_205,0.310566197,-0.064780448,0.2,0.08,-0.036,0.0,0.08,-0.052,0.04,-0.02,0.04,-0.01,0.07,1.05,-0.034,-0.05,-0.05,0.04,-0.02,0.018,0.034,-0.06,0.034,-0.54,-0.05,0.0,-0.02,0.034,0.018,0.0,0.018
cx5_206,cx5_206,0.300244911,-0.041081045,0.2,0.08,-0.034,0.0,0.08,-0.05,0.04,0.04,0.04,-0.01,0.0744,1.0,-0.034,-0.05,-0.05,0.06,0.04,0.016,0.034,-0.06,0.018,-0.6,-0.05,-0.05,-0.02,0.018,0.016,0.05,0.018
cx5_207,cx5_207,0.320196852,-0.05397777,0.2,0.06,-0.016,0.0,0.08,-0.05,0.04,0.04,0.04,-0.01,0.07,1.05,-0.034,-0.05,-0.05,0.04,-0.02,0.018,0.024,-0.06,0.034,-0.6,-0.05,0.0,-0.02,0.018,0.034,-0.006,-0.016
cx5_208,cx5_208,0.317199433,-0.064538935,0.2,0.08,-0.016,-0.048,0.06,-0.05,0.04,-0.04,-0.04,-0.01,0.07,1.05,-0.034,0.054,-0.05,0.04,-0.02,0.034,0.034,0.06,0.034,0.4,-0.05,-0.05,0.02,0.016,0.034,0.0,0.018
cx5_209,cx5_209,0.3177432,-0.05334336,0.2,0.08,-0.034,-0.05,0.14,-0.05,0.04,0.04,-0.02,-0.01,0.07,1.05,-0.034,0.05,-0.05,0.04,-0.02,0.016,0.016,-0.06,0.034,0.4,-0.05,-0.05,0.02,0.018,0.034,0.0,0.018
cx5_210,cx5_210,0.312336115,-0.071815702,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,0.04,-0.02,0.075,1.05,-0.016,0.05,-0.048,0.04,-0.04,0.018,0.034,-0.06,0.034,0.38,-0.052,-0.052,0.018,0.036,0.014,0.05,-0.016
cx5_211,cx5_211,0.313029983,-0.062038678,0.2,0.08,-0.034,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.01,0.07,1.048,-0.034,0.048,0.044,0.04,-0.02,0.018,0.034,-0.06,0.034,0.4,-0.05,-0.05,-0.02,0.034,0.018,0.0,-0.018
cx5_212,cx5_212,0.318232933,-0.065032622,0.2,0.08,-0.016,0.0,0.14,-0.054,0.04,0.04,-0.02,-0.01,0.07,1.05,-0.034,0.05,-0.05,0.04,-0.02,0.034,0.034,-0.08,0.018,0.4,-0.05,-0.05,-0.02,0.018,0.036,0.0,0.018
cx5_213,cx5_213,0.325225739,-0.056894262,0.22,0.14,-0.016,-0.052,0.14,-0.05,0.04,-0.04,-0.02,-0.01,0.07,1.05,-0.034,-0.048,-0.05,-0.02,0.04,0.018,0.016,-0.06,0.016,-0.6,0.0,0.0,-0.02,0.034,0.018,0.05,-0.014
cx5_214,cx5_214,0.307730905,-0.038904489,0.1,0.08,-0.034,0.0,0.14,-0.05,0.04,0.04,0.04,-0.01,0.0744,1.0,-0.034,-0.052,-0.05,0.04,0.04,0.018,0.018,0.06,0.018,-0.6,-0.05,-0.05,-0.02,0.018,0.016,0.05,0.018
cx5_215,cx5_215,0.311747411,-0.068840554,0.2,0.14,-0.032,0.0,0.08,-0.05,0.04,0.04,0.04,-0.02,0.075,1.05,-0.034,0.05,-0.048,0.04,-0.02,0.016,0.034,-0.06,0.034,0.4,-0.052,-0.052,-0.03,0.036,0.014,0.05,-0.016
cx5_216,cx5_216,0.308252926,-0.045332384,0.1,0.08,-0.034,0.0,0.08,-0.05,0.04,0.04,0.04,-0.01,0.0744,1.0,-0.034,-0.05,-0.05,0.04,0.04,0.018,0.018,-0.06,0.018,-0.6,-0.058,-0.052,-0.02,0.018,0.022,0.05,0.018
cx5_217,cx5_217,0.312915258,-0.051510969,0.2,0.08,-0.016,-0.05,0.06,-0.05,0.04,0.04,0.04,-0.01,0.07,1.05,-0.034,0.05,-0.05,0.04,-0.02,0.018,0.018,0.06,0.016,0.4,-0.05,-0.05,0.02,0.018,0.034,0.0,0.018
cx5_218,cx5_218,0.305123433,-0.058974972,0.2,0.08,-0.034,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.01,0.0698,1.05,-0.034,-0.05,-0.074,0.04,-0.04,0.018,0.034,-0.06,0.018,-0.54,-0.05,0.0,-0.02,0.034,0.014,-0.002,0.018
cx5_219,cx5_219,0.310653867,-0.069362584,0.2,0.08,-0.034,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.01,0.07,1.05,-0.034,-0.05,-0.05,0.04,-0.02,0.018,0.034,-0.06,0.034,-0.54,-0.05,-0.002,-0.02,0.034,0.018,-0.002,0.018
cx5_220,cx5_220,0.317088683,-0.064887172,0.2,0.08,-0.018,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.01,0.075,1.048,-0.016,0.05,-0.05,0.02,-0.04,0.018,0.034,-0.06,0.034,0.4,-0.05,0.0,-0.02,0.034,0.018,0.05,-0.016
cx5_221,cx5_221,0.311166958,-0.064807291,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.01,0.07,1.05,-0.034,-0.05,-0.05,0.04,-0.02,0.02,0.034,-0.06,0.034,-0.56,-0.05,0.0,-0.022,0.034,0.018,0.0,0.018
cx5_222,cx5_222,0.313042207,-0.069659987,0.2,0.08,-0.034,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.01,0.07,1.05,-0.034,-0.05,-0.05,0.04,-0.02,0.02,0.034,-0.06,0.034,-0.54,-0.05,0.0,-0.02,0.034,0.018,0.0,0.018
cx5_223,cx5_223,0.310313587,-0.042290289,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.01,0.07,1.05,-0.034,-0.048,-0.044,0.04,-0.02,0.018,0.034,-0.06,0.034,-0.6,-0.05,-0.05,-0.02,0.018,0.034,0.0,0.018
cx5_224,cx5_224,0.308131466,-0.065056959,0.2,0.08,-0.034,0.0,0.08,-0.05,0.04,0.04,0.04,-0.01,0.0744,1.05,-0.034,0.052,-0.05,0.04,0.04,0.016,0.034,-0.04,0.034,0.32,-0.05,0.002,-0.02,0.018,0.016,0.062,0.018
cx5_225,cx5_225,0.311710505,-0.112429171,0.28,0.2,-0.006,0.048,0.16,-0.064,0.1,-0.08,0.06,-0.028,0.0728,1.1,-0.01,0.148,-0.046,0.1,-0.1,0.002,0.044,0.18,0.042,0.0,-0.07,0.022,-0.012,0.042,0.0,-0.024,0.048
cx5_226,cx5_226,0.313773323,-0.103958711,0.28,0.14,-0.002,0.05,0.2,-0.066,0.1,-0.08,0.1,-0.03,0.0732,1.1,-0.026,0.078,-0.038,0.1,-0.1,0.042,0.042,0.18,0.036,-0.34,-0.064,0.046,-0.004,0.046,0.0,0.006,0.036
cx5_227,cx5_227,0.308923881,-0.111449466,0.3,0.08,-0.024,0.046,0.1,-0.064,0.1,-0.1,0.08,-0.03,0.072,1.1,-0.038,0.15,-0.008,0.1,-0.08,0.006,0.05,0.14,0.044,0.0,-0.09,-0.012,-0.032,0.038,0.0,-0.024,0.05
cx5_228,cx5_228,0.30684432,-0.07770292,0.28,0.2,-0.014,0.032,0.14,-0.022,0.08,-0.04,0.1,-0.03,0.065,1.098,-0.008,0.148,-0.03,0.08,-0.08,0.006,0.0,0.18,0.05,0.1,-0.05,-0.012,-0.05,0.05,0.006,0.002,0.044
cx5_229,cx5_229,0.30483095,-0.101433291,0.3,0.06,-0.002,0.004,0.2,-0.062,0.1,-0.08,0.08,-0.03,0.0698,1.1,-0.014,0.108,-0.016,0.1,-0.08,0.006,0.004,0.12,0.05,-0.22,-0.088,-0.028,-0.032,0.042,0.002,-0.01,0.032
cx5_230,cx5_230,0.317493028,-0.110026671,0.28,0.12,-0.002,0.004,0.2,-0.096,0.1,-0.06,0.08,-0.03,0.0656,1.1,-0.036,0.142,-0.016,0.02,-0.06,0.006,0.0,0.18,0.018,-0.3,-0.064,0.05,-0.042,0.038,0.002,0.0,0.038
cx5_231,cx5_231,0.310634798,-0.08926035,0.28,0.12,-0.002,0.004,0.18,-0.092,0.04,-0.06,0.08,-0.03,0.0654,1.1,-0.018,0.09,-0.016,0.02,-0.08,0.008,0.048,0.16,0.03,-0.34,-0.064,-0.05,-0.04,0.05,0.002,-0.03,0.05
cx5_232,cx5_232,0.309968884,-0.102125692,0.26,0.14,-0.036,0.004,0.16,-0.072,0.1,-0.06,0.1,-0.03,0.0734,1.1,-0.002,0.128,-0.016,0.02,-0.1,0.01,0.016,0.16,0.032,-0.04,-0.046,0.05,-0.04,0.05,0.002,0.0,0.038
cx5_233,cx5_233,0.317276579,-0.103964406,0.28,0.2,-0.014,0.004,0.18,-0.094,0.1,0.02,0.08,-0.03,0.0776,1.098,-0.044,0.148,-0.014,0.1,-0.08,0.024,0.05,0.12,0.018,0.0,-0.066,-0.028,-0.032,0.044,0.002,-0.024,0.026
cx5_234,cx5_234,0.31114902,-0.098411281,0.28,0.1,-0.008,-0.008,0.18,-0.06,0.08,-0.06,0.1,-0.03,0.0698,1.092,0.0,0.14,-0.03,-0.02,-0.08,0.014,0.0,0.18,0.048,-0.46,-0.066,-0.014,-0.05,0.038,0.002,-0.004,0.016
cx5_235,cx5_235,0.307871248,-0.094814276,0.26,0.14,-0.034,0.004,0.08,-0.074,0.1,0.1,0.1,-0.03,0.0656,1.1,-0.036,0.128,-0.016,0.02,-0.1,0.008,0.022,0.12,0.046,-0.26,-0.066,0.05,-0.038,0.05,0.002,0.004,0.038
cx5_236,cx5_236,0.307312987,-0.095856836,0.28,0.12,-0.002,-0.002,0.18,-0.076,0.1,-0.06,0.1,-0.03,0.0656,1.1,-0.036,0.078,-0.016,0.0,-0.06,0.006,0.0,0.16,0.02,-0.36,-0.064,-0.05,-0.04,0.05,0.002,0.0,0.05
cx5_237,cx5_237,0.305758432,-0.090875361,0.28,0.14,-0.002,0.004,0.2,-0.062,0.06,-0.04,0.1,-0.03,0.0656,1.1,-0.036,0.082,-0.024,0.0,-0.08,0.006,0.046,0.16,0.05,-0.36,-0.064,-0.05,-0.046,0.05,0.002,-0.008,0.05
cx5_238,cx5_238,0.308528947,-0.093603422,0.24,0.14,-0.036,0.01,0.16,-0.074,0.06,-0.06,0.1,-0.03,0.0654,1.1,-0.034,0.132,-0.024,0.02,-0.1,0.008,0.016,0.16,0.042,-0.02,-0.064,-0.056,-0.01,0.05,0.002,0.0,0.038
cx5_239,cx5_239,0.330210971,-0.097939165,0.28,0.12,-0.024,0.046,0.2,-0.054,0.08,-0.08,-0.1,-0.03,0.0718,0.95,-0.018,0.136,-0.058,0.02,-0.1,0.004,0.024,0.0,0.036,-0.32,-0.062,0.034,0.05,0.04,0.002,-0.022,0.036
cx5_240,cx5_240,0.331132102,-0.109225148,0.28,0.2,-0.014,0.05,0.14,-0.066,0.08,-0.1,-0.1,-0.03,0.0732,1.098,-0.022,0.15,-0.042,0.08,-0.1,0.032,0.05,0.16,0.032,-0.1,-0.062,0.034,0.05,0.034,0.004,0.026,0.036
cx5_241,cx5_241,0.308493454,-0.094154891,0.28,0.14,-0.006,-0.006,0.0,-0.052,0.1,-0.08,0.1,-0.03,0.0764,1.098,-0.016,0.15,-0.102,0.1,-0.1,0.02,0.014,0.1,0.03,-0.14,-0.058,0.034,-0.028,0.036,0.004,-0.014,0.022
cx5_242,cx5_242,0.312081,-0.100385,0.28,0.16,0.0,0.016,0.0,-0.02,0.1,-0.08,0.1,-0.028,0.065,1.094,-0.008,0.148,-0.102,-0.02,-0.08,0.02,0.05,0.14,0.046,-0.1,-0.058,0.03,-0.036,0.036,0.004,-0.034,0.016
cx5_243,cx5_243,0.314837,-0.0622952,0.3,0.04,-0.02,0.032,0.14,-0.066,0.1,0.04,0.04,-0.026,0.065,0.968,-0.02,0.118,0.042,-0.04,-0.02,0.02,0.006,0.2,0.034,-0.36,-0.056,-0.07,-0.028,0.014,0.002,-0.02,0.018
cx5_244,cx5_244,0.309486,-0.0763304,0.28,0.16,-0.05,0.004,0.18,-0.096,0.02,-0.06,0.08,-0.018,0.0652,1.098,-0.01,0.128,-0.016,0.04,-0.08,0.014,0.042,0.18,0.044,-0.34,-0.056,0.05,-0.042,0.018,0.002,-0.032,0.05
cx5_245,cx5_245,0.31614,-0.0867687,0.28,0.12,-0.022,0.004,0.2,-0.096,0.0,-0.06,0.08,-0.02,0.0654,1.1,-0.01,0.15,-0.068,0.04,-0.08,0.012,0.04,0.2,0.026,-0.34,-0.036,0.05,-0.042,0.042,0.012,-0.032,0.03
cx5_246,cx5_246,0.307767,-0.0889104,0.2,0.1,-0.036,0.032,0.18,-0.014,0.1,0.1,0.08,-0.018,0.065,1.048,-0.042,0.124,-0.014,0.08,-0.1,0.012,0.0,0.16,0.05,0.4,-0.056,0.05,-0.042,0.042,0.002,-0.02,0.042
cx5_247,cx5_247,0.305925,-0.0792702,0.16,0.2,-0.036,0.026,0.2,-0.098,0.06,-0.06,0.08,-0.03,0.065,1.1,-0.04,0.108,-0.02,0.1,-0.08,0.014,0.0,0.08,0.04,-0.44,-0.06,-0.01,-0.038,0.05,0.002,-0.012,0.04
cx5_248,cx5_248,0.301635,-0.0839486,0.28,0.1,-0.03,0.004,0.1,-0.064,0.08,-0.08,0.08,-0.03,0.0766,0.986,-0.016,0.15,-0.034,0.1,-0.08,0.006,0.0,0.08,0.05,-0.14,-0.088,-0.1,-0.042,0.03,0.0,-0.04,0.05
cx5_249,cx5_249,0.311516,-0.0890455,0.28,0.06,-0.006,0.0,0.2,0.028,0.08,-0.06,0.08,-0.03,0.0678,1.054,0.0,0.148,-0.04,0.08,-0.1,0.016,0.044,0.18,0.048,-0.36,-0.05,-0.026,-0.05,0.05,0.002,-0.03,0.03
cx5_250,cx5_250,0.304577,-0.0646899,0.3,0.0,-0.042,0.01,0.06,-0.072,0.1,-0.1,0.08,-0.022,0.0784,0.978,-0.046,0.118,-0.038,0.1,-0.1,0.014,0.046,0.18,0.048,-0.2,0.024,-0.1,-0.05,0.018,0.004,-0.018,0.05
cx5_251,cx5_251,0.307418,-0.0948848,0.28,0.2,-0.03,0.004,0.1,-0.064,0.08,-0.04,0.08,-0.03,0.076,1.1,0.0,0.094,-0.05,0.1,-0.08,0.006,0.0,0.12,0.034,-0.22,-0.082,-0.074,-0.042,0.048,0.002,-0.04,0.034
cx5_252,cx5_252,0.299878,-0.092714,0.0,0.2,0.0,0.036,0.1,-0.064,0.1,-0.1,0.1,-0.024,0.0686,0.95,-0.038,0.104,-0.022,0.08,-0.08,0.028,0.016,0.2,0.042,0.0,-0.072,-0.012,-0.032,0.038,0.0,-0.02,0.05
cx5_253,cx5_253,0.318268,-0.10044,0.28,0.04,-0.028,-0.002,0.2,-0.07,0.1,-0.08,0.08,-0.03,0.0704,1.1,-0.02,0.15,-0.018,0.06,-0.08,0.01,0.04,0.2,0.028,-0.46,-0.058,0.042,-0.036,0.03,0.0,-0.04,0.02
cx5_254,cx5_254,0.298051,-0.0861987,0.02,0.12,-0.014,0.03,0.08,-0.076,0.1,-0.08,0.1,-0.022,0.0738,1.1,-0.04,0.15,-0.048,0.1,-0.08,0.032,0.05,0.18,0.044,-0.1,-0.072,-0.012,-0.032,0.038,0.0,-0.024,0.05
cx5_255,cx5_255,0.291151,-0.0682882,0.04,0.06,-0.002,0.004,0.08,-0.034,0.1,-0.1,0.1,-0.02,0.065,0.95,-0.05,0.15,0.022,0.08,-0.08,0.006,0.0,0.12,0.05,-0.22,-0.084,-0.1,-0.032,0.036,0.0,0.02,0.046
cx5_256,cx5_256,0.300474,-0.0697111,0.0,0.06,-0.028,0.042,0.12,-0.066,0.1,0.0,0.08,-0.03,0.0774,1.068,-0.02,0.11,-0.014,0.1,-0.08,0.006,0.0,0.18,0.05,-0.22,-0.088,-0.1,-0.042,0.036,0.0,0.036,0.05
cx5_257,cx5_257,0.304437078,-0.090734318,0.02,0.12,-0.014,0.03,0.14,-0.076,0.1,-0.08,0.1,-0.022,0.0738,1.04,-0.024,0.15,-0.048,0.1,-0.08,0.02,0.05,0.18,0.044,-0.12,-0.072,-0.012,-0.032,0.038,0.0,-0.024,0.05
cx5_258,cx5_258,0.308887,-0.111548,0.28,0.18,0.0,0.02,0.1,-0.054,0.1,-0.08,0.1,-0.026,0.0686,1.09,-0.018,0.15,-0.102,-0.02,-0.1,0.032,0.038,0.14,0.046,-0.08,-0.058,0.034,-0.032,0.036,0.0,-0.034,0.044
cx5_259,cx5_259,0.294176,-0.0791768,0.0,0.14,0.0,0.04,0.12,-0.064,0.1,-0.1,0.1,-0.024,0.0676,0.95,-0.038,0.104,-0.022,0.08,-0.08,0.028,0.016,0.2,0.042,0.0,-0.07,-0.012,-0.032,0.038,0.0,-0.006,0.05
cx5_260,cx5_260,0.327364,-0.123371,0.28,0.18,-0.006,0.05,0.14,-0.046,0.08,-0.1,-0.06,-0.03,0.0732,1.098,-0.018,0.148,-0.042,-0.04,-0.1,0.024,0.044,0.16,0.032,-0.1,-0.062,0.034,0.042,0.034,0.004,-0.034,0.024
cx5_261,cx5_261,0.307567,-0.104355,0.28,0.18,0.0,-0.006,0.0,-0.064,0.1,-0.08,0.1,-0.028,0.0764,1.1,-0.048,0.15,-0.11,-0.02,-0.1,0.02,0.044,0.14,0.038,-0.06,-0.058,0.008,-0.034,0.038,0.004,-0.018,0.016
cx5_262,cx5_262,0.309803,-0.112002,0.28,0.18,0.0,-0.006,0.06,-0.03,0.1,-0.08,0.1,-0.024,0.0764,1.098,-0.02,0.148,-0.102,-0.02,-0.1,0.02,0.044,0.14,0.05,-0.14,-0.058,0.034,-0.018,0.036,0.002,-0.034,0.016
cx5_263,cx5_263,0.300391,-0.0968735,0.0,0.14,0.0,0.034,0.08,-0.058,0.1,-0.1,0.1,-0.024,0.0738,1.088,-0.04,0.15,-0.022,0.08,-0.08,0.028,0.006,0.2,0.042,0.0,-0.072,-0.012,-0.032,0.038,0.0,-0.02,0.05
cx5_264,cx5_264,0.307507,-0.089017,0.28,0.2,-0.008,0.01,0.18,-0.084,0.06,-0.06,0.1,-0.03,0.0766,1.096,0.0,0.14,-0.04,0.1,-0.08,0.01,0.044,0.18,0.048,-0.2,-0.05,-0.014,-0.05,0.05,0.002,-0.012,0.032
cx5_265,cx5_265,0.304542,-0.0778627,0.3,0.2,-0.03,0.02,0.12,-0.064,0.08,-0.02,0.08,-0.03,0.08,1.006,-0.03,0.106,-0.05,0.1,-0.1,0.006,0.0,0.08,0.03,-0.22,-0.064,-0.1,-0.042,0.036,0.002,-0.014,0.05
cx5_266,cx5_266,0.323952,-0.107526,0.28,0.18,-0.022,-0.006,0.18,-0.054,0.08,-0.06,-0.1,-0.03,0.0766,1.096,-0.018,0.14,-0.038,0.1,-0.1,0.022,0.024,0.14,0.032,-0.12,-0.064,0.0,0.05,0.034,0.002,0.008,0.036
